questionID,examID,course,exam_type,creation_dt_time,creation_hr,creation_dt,correct,marked,q_ordinal,difficulty,nth_exam,nth_e_or_q,weekday,minutes_used,subcat1,subcat2,subcat3,cat1,cat2,cat3,approx_remaining_time,EL_begin,EL_change,EL_end,hrs_since_previous_e,hist_cat_n,hist_subcat_diff,hist_subcat_diff_correct,hist_tot_time_correct,hist_total_time_e,hist_total_time_q,hist_greater_diff_time_correct,hist_greater_diff,hist_net_diff,hist_n_marked,hist_marked_incorrect,hist_repeat_question,hist_net_rel_diff
2016-08-27 18:13:18.0300000 +00:00278197.29,P2016-08-27 14:13:18,P,e,2016-08-27T18:13:18Z,14.216666666666667,2016-08-27,FALSE,TRUE,19,7.29,4,4,Saturday,4.633333333333334,joint distributions and marginal distributions,joint distributions and marginal distributions,joint distributions and marginal distributions,multivariate probability distributions,multivariate probability distributions,multivariate probability distributions,123.93333333333334,3,3.18,6.18,21.863310277793143,153,264.06,99.99000000000001,198.15,430.5,0,0,81.45,-64.08,0,0,0,-0.24267211997273347
2016-08-27 18:13:18.0300000 +00:00329187.51,P2016-08-27 14:13:18,P,e,2016-08-27T18:13:18Z,14.216666666666667,2016-08-27,FALSE,TRUE,18,7.51,4,4,Saturday,5.483333333333333,normal approximation,normal approximation,normal approximation,univariate probability distributions,univariate probability distributions,univariate probability distributions,118.45000000000002,3,3.18,6.18,21.863310277793143,135,136.62,102.24,112.19999999999999,134.54999999999998,0,0,71.37,67.86,0,36,0,0.49670619235836627
2016-08-27 18:13:18.0300000 +00:00120176.29,P2016-08-27 14:13:18,P,e,2016-08-27T18:13:18Z,14.216666666666667,2016-08-27,TRUE,FALSE,17,6.29,4,4,Saturday,2,counting techniques and combinatorial probability,counting techniques and combinatorial probability,counting techniques and combinatorial probability,general probability,general probability,general probability,116.45000000000002,3,3.18,6.18,21.863310277793143,81,145.44,145.44,111.89999999999999,111.89999999999999,0,111.89999999999999,238.04999999999998,145.44,0,18,0,1
2016-08-27 18:13:18.0300000 +00:00342166.07,P2016-08-27 14:13:18,P,e,2016-08-27T18:13:18Z,14.216666666666667,2016-08-27,FALSE,TRUE,16,6.07,4,4,Saturday,5.7,conditional probability and independence,conditional probability and independence,conditional probability and independence,general probability,general probability,general probability,110.75000000000001,3,3.18,6.18,21.863310277793143,81,229.32,0,0,383.55,0,0,238.04999999999998,-229.32,18,18,0,-1
2016-08-27 18:13:18.0300000 +00:00296153.69,P2016-08-27 14:13:18,P,e,2016-08-27T18:13:18Z,14.216666666666667,2016-08-27,TRUE,FALSE,15,3.69,4,4,Saturday,4.933333333333334,discrete distributions: poisson,discrete distributions: poisson,discrete distributions: poisson,univariate probability distributions,univariate probability distributions,univariate probability distributions,105.81666666666668,3,3.18,6.18,21.863310277793143,135,45.27,0,0,135,0,0,227.88,-45.27,0,36,0,-1
2016-08-27 18:13:18.0300000 +00:00382146.48,P2016-08-27 14:13:18,P,e,2016-08-27T18:13:18Z,14.216666666666667,2016-08-27,FALSE,FALSE,14,6.48,4,4,Saturday,6.366666666666666,other,coinsurance and inflation,coinsurance and inflation,insurance and risk management,insurance and risk management,insurance and risk management,99.45000000000002,3,3.18,6.18,21.863310277793143,90,0,0,0,0,0,0,97.10999999999999,0,0,9,0,0
2016-08-27 18:13:18.0300000 +00:00331139.92,P2016-08-27 14:13:18,P,e,2016-08-27T18:13:18Z,14.216666666666667,2016-08-27,TRUE,FALSE,13,9.92,4,4,Saturday,5.516666666666667,other,multivariate transformations,multivariate transformations,multivariate probability distributions,multivariate probability distributions,multivariate probability distributions,93.93333333333335,3,3.18,6.18,21.863310277793143,153,136.62,136.62,68.7,68.7,0,0,0,136.62,0,0,0,1
2016-08-27 18:13:18.0300000 +00:00727126.98,P2016-08-27 14:13:18,P,e,2016-08-27T18:13:18Z,14.216666666666667,2016-08-27,FALSE,FALSE,12,6.98,4,4,Saturday,12.116666666666667,joint distributions and marginal distributions,joint distributions and marginal distributions,joint distributions and marginal distributions,multivariate probability distributions,multivariate probability distributions,multivariate probability distributions,81.81666666666668,3,3.18,6.18,21.863310277793143,153,264.06,99.99000000000001,198.15,430.5,0,0,81.45,-64.08,0,0,0,-0.24267211997273347
2016-08-27 18:13:18.0300000 +00:00316114.22,P2016-08-27 14:13:18,P,e,2016-08-27T18:13:18Z,14.216666666666667,2016-08-27,FALSE,TRUE,11,4.22,4,4,Saturday,5.266666666666667,conditional probability and independence,conditional probability and independence,conditional probability and independence,general probability,general probability,general probability,76.55000000000001,3,3.18,6.18,21.863310277793143,81,229.32,0,0,383.55,0,0,279.99,-229.32,18,18,0,-1
2016-08-27 18:13:18.0300000 +00:00595105.43,P2016-08-27 14:13:18,P,e,2016-08-27T18:13:18Z,14.216666666666667,2016-08-27,FALSE,FALSE,10,5.43,4,4,Saturday,9.916666666666666,deductible,deductible,deductible,insurance and risk management,insurance and risk management,insurance and risk management,66.63333333333335,3,3.18,6.18,21.863310277793143,90,330.12,95.31,47.699999999999996,286.95,0,45.9,146.79,-139.5,9,9,0,-0.42257360959651036
2016-08-27 18:13:18.0300000 +00:0067494.2,P2016-08-27 14:13:18,P,e,2016-08-27T18:13:18Z,14.216666666666667,2016-08-27,TRUE,TRUE,9,4.2,4,4,Saturday,11.233333333333333,other,continuous distributions: exponential,continuous distributions: exponential,univariate probability distributions,univariate probability distributions,univariate probability distributions,55.40000000000002,3,3.18,6.18,21.863310277793143,135,35.82,0,0,1.05,0,0,227.88,-35.82,0,36,0,-1
2016-08-27 18:13:18.0300000 +00:0013584.24,P2016-08-27 14:13:18,P,e,2016-08-27T18:13:18Z,14.216666666666667,2016-08-27,FALSE,FALSE,8,4.24,4,4,Saturday,2.25,covariance and coefficient of correlation,covariance and coefficient of correlation,covariance and coefficient of correlation,multivariate probability distributions,multivariate probability distributions,multivariate probability distributions,53.150000000000006,3,3.18,6.18,21.863310277793143,153,151.10999999999999,87.3,35.25,168,0,1.3499999999999999,488.79,23.49,0,0,0,0.15544967242406194
2016-08-27 18:13:18.0300000 +00:0037473.61,P2016-08-27 14:13:18,P,e,2016-08-27T18:13:18Z,14.216666666666667,2016-08-27,TRUE,FALSE,7,3.61,4,4,Saturday,6.233333333333333,other,continuous distributions: normal,continuous distributions: normal,univariate probability distributions,univariate probability distributions,univariate probability distributions,46.916666666666686,3,3.18,6.18,21.863310277793143,135,54.27,54.27,36.15,36.15,0,36.15,227.88,54.27,0,36,0,1
2016-08-27 18:13:18.0300000 +00:0040463.67,P2016-08-27 14:13:18,P,e,2016-08-27T18:13:18Z,14.216666666666667,2016-08-27,TRUE,FALSE,6,3.67,4,4,Saturday,6.733333333333333,conditional distributions and independence of random variables,conditional distributions and independence of random variables,conditional distributions and independence of random variables,multivariate probability distributions,multivariate probability distributions,multivariate probability distributions,40.18333333333334,3,3.18,6.18,21.863310277793143,153,88.92,0,0,86.55,0,0,488.79,-88.92,0,0,0,-1
2016-08-27 18:13:18.0300000 +00:0064154.65,P2016-08-27 14:13:18,P,e,2016-08-27T18:13:18Z,14.216666666666667,2016-08-27,TRUE,FALSE,5,4.65,4,4,Saturday,10.683333333333334,other,continuous distributions: normal,continuous distributions: normal,univariate probability distributions,univariate probability distributions,univariate probability distributions,29.50000000000003,3,3.18,6.18,21.863310277793143,135,54.27,54.27,36.15,36.15,0,36.15,187.2,54.27,0,36,0,1
2016-08-27 18:13:18.0300000 +00:0017944.66,P2016-08-27 14:13:18,P,e,2016-08-27T18:13:18Z,14.216666666666667,2016-08-27,TRUE,FALSE,4,4.66,4,4,Saturday,2.9833333333333334,moments,moments,moments,univariate probability distributions,univariate probability distributions,univariate probability distributions,26.51666666666668,3,3.18,6.18,21.863310277793143,135,116.73,71.37,38.849999999999994,165.9,0,38.849999999999994,187.2,26.009999999999998,0,36,0,0.22282189668465688
2016-08-27 18:13:18.0300000 +00:0037935.25,P2016-08-27 14:13:18,P,e,2016-08-27T18:13:18Z,14.216666666666667,2016-08-27,FALSE,FALSE,3,5.25,4,4,Saturday,6.316666666666666,conditional distributions and independence of random variables,conditional distributions and independence of random variables,conditional distributions and independence of random variables,multivariate probability distributions,multivariate probability distributions,multivariate probability distributions,20.200000000000017,3,3.18,6.18,21.863310277793143,153,88.92,0,0,86.55,0,0,406.35,-88.92,0,0,0,-1
2016-08-27 18:13:18.0300000 +00:0020525.23,P2016-08-27 14:13:18,P,e,2016-08-27T18:13:18Z,14.216666666666667,2016-08-27,FALSE,FALSE,2,5.23,4,4,Saturday,3.4166666666666665,other,multivariate distributions: multinomial,multivariate distributions: multinomial,multivariate probability distributions,multivariate probability distributions,multivariate probability distributions,16.78333333333336,3,3.18,6.18,21.863310277793143,153,0,0,0,0,0,0,406.35,0,0,0,0,0
2016-08-27 18:13:18.0300000 +00:00100716,P2016-08-27 14:13:18,P,e,2016-08-27T18:13:18Z,14.216666666666667,2016-08-27,TRUE,TRUE,1,6,4,4,Saturday,16.783333333333335,normal approximation,normal approximation,normal approximation,univariate probability distributions,univariate probability distributions,univariate probability distributions,0,3,3.18,6.18,21.863310277793143,135,136.62,102.24,112.19999999999999,134.54999999999998,0,110.1,187.2,67.86,0,36,0,0.49670619235836627
2016-08-29 17:46:25.6100000 +00:00459304.74,P2016-08-29 13:46:25,P,e,2016-08-29T17:46:25Z,13.766666666666667,2016-08-29,TRUE,FALSE,30,4.74,5,5,Monday,7.65,random variables,random variables,random variables,univariate probability distributions,univariate probability distributions,univariate probability distributions,208.75,3,3.18,6.18,47.55210555560059,243,141.66,0,0,57.6,0,0,382.41,-141.66,9,45,0,-1
2016-08-29 17:46:25.6100000 +00:00272295.68,P2016-08-29 13:46:25,P,e,2016-08-29T17:46:25Z,13.766666666666667,2016-08-29,TRUE,FALSE,29,5.68,5,5,Monday,4.533333333333333,random variables,random variables,random variables,univariate probability distributions,univariate probability distributions,univariate probability distributions,204.21666666666667,3,3.18,6.18,47.55210555560059,243,141.66,0,0,57.6,0,0,382.41,-141.66,9,45,0,-1
2016-08-29 17:46:25.6100000 +00:00172285.61,P2016-08-29 13:46:25,P,e,2016-08-29T17:46:25Z,13.766666666666667,2016-08-29,FALSE,FALSE,28,5.61,5,5,Monday,2.8666666666666667,conditional distributions and independence of random variables,conditional distributions and independence of random variables,conditional distributions and independence of random variables,multivariate probability distributions,multivariate probability distributions,multivariate probability distributions,201.35,3,3.18,6.18,47.55210555560059,243,169.20000000000002,33.03,60.6,204,0,0,519.12,-103.14000000000001,0,9,0,-0.6095744680851064
2016-08-29 17:46:25.6100000 +00:00539279.22,P2016-08-29 13:46:25,P,e,2016-08-29T17:46:25Z,13.766666666666667,2016-08-29,FALSE,FALSE,27,9.22,5,5,Monday,8.983333333333333,conditional probability and independence,conditional probability and independence,conditional probability and independence,general probability,general probability,general probability,192.36666666666667,3,3.18,6.18,47.55210555560059,117,321.93,0,0,482.25,0,0,92.60999999999999,-321.93,36,36,0,-1
2016-08-29 17:46:25.6100000 +00:001352265.38,P2016-08-29 13:46:25,P,e,2016-08-29T17:46:25Z,13.766666666666667,2016-08-29,FALSE,FALSE,26,5.38,5,5,Monday,22.533333333333335,other,multivariate distributions: bivariate normal,multivariate distributions: bivariate normal,multivariate probability distributions,multivariate probability distributions,multivariate probability distributions,169.83333333333334,3,3.18,6.18,47.55210555560059,243,31.77,31.77,6.45,6.45,0,0,568.17,31.77,0,9,0,1
2016-08-29 17:46:25.6100000 +00:00360258.32,P2016-08-29 13:46:25,P,e,2016-08-29T17:46:25Z,13.766666666666667,2016-08-29,TRUE,FALSE,25,8.32,5,5,Monday,6,conditional distributions and independence of random variables,conditional distributions and independence of random variables,conditional distributions and independence of random variables,multivariate probability distributions,multivariate probability distributions,multivariate probability distributions,163.83333333333334,3,3.18,6.18,47.55210555560059,243,169.20000000000002,33.03,60.6,204,0,0,170.73000000000002,-103.14000000000001,0,9,0,-0.6095744680851064
2016-08-29 17:46:25.6100000 +00:00463247.31,P2016-08-29 13:46:25,P,e,2016-08-29T17:46:25Z,13.766666666666667,2016-08-29,FALSE,TRUE,24,7.31,5,5,Monday,7.716666666666667,other,chebyshevs inequality,chebyshevs inequality,univariate probability distributions,univariate probability distributions,univariate probability distributions,156.11666666666667,3,3.18,6.18,47.55210555560059,243,0,0,0,0,0,0,150.57,0,0,45,0,0
2016-08-29 17:46:25.6100000 +00:00146235.13,P2016-08-29 13:46:25,P,e,2016-08-29T17:46:25Z,13.766666666666667,2016-08-29,TRUE,FALSE,23,5.13,5,5,Monday,2.433333333333333,conditional probability and independence,conditional probability and independence,conditional probability and independence,general probability,general probability,general probability,153.68333333333334,3,3.18,6.18,47.55210555560059,117,321.93,0,0,482.25,0,0,344.88,-321.93,36,36,0,-1
2016-08-29 17:46:25.6100000 +00:00496227.5,P2016-08-29 13:46:25,P,e,2016-08-29T17:46:25Z,13.766666666666667,2016-08-29,FALSE,FALSE,22,7.5,5,5,Monday,8.266666666666667,other,coinsurance and inflation,coinsurance and inflation,insurance and risk management,insurance and risk management,insurance and risk management,145.41666666666669,3,3.18,6.18,47.55210555560059,126,58.32000000000001,0,0,57.3,0,0,97.10999999999999,-58.32000000000001,0,18,0,-1
2016-08-29 17:46:25.6100000 +00:00471216.13,P2016-08-29 13:46:25,P,e,2016-08-29T17:46:25Z,13.766666666666667,2016-08-29,FALSE,FALSE,21,6.13,5,5,Monday,7.85,covariance and coefficient of correlation,covariance and coefficient of correlation,covariance and coefficient of correlation,multivariate probability distributions,multivariate probability distributions,multivariate probability distributions,137.56666666666666,3,3.18,6.18,47.55210555560059,243,224.28,122.31,40.2,193.2,0,1.3499999999999999,362.34000000000003,20.339999999999996,0,9,0,0.09069020866773674
2016-08-29 17:46:25.6100000 +00:00244204.95,P2016-08-29 13:46:25,P,e,2016-08-29T17:46:25Z,13.766666666666667,2016-08-29,TRUE,FALSE,20,4.95,5,5,Monday,4.066666666666666,other,basic probability concepts,basic probability concepts,general probability,general probability,general probability,133.5,3,3.18,6.18,47.55210555560059,117,79.83,79.83,82.5,82.5,0,0,344.88,79.83,0,36,0,1
2016-08-29 17:46:25.6100000 +00:00400194.96,P2016-08-29 13:46:25,P,e,2016-08-29T17:46:25Z,13.766666666666667,2016-08-29,TRUE,FALSE,19,4.96,5,5,Monday,6.666666666666667,deductible,deductible,deductible,insurance and risk management,insurance and risk management,insurance and risk management,126.83333333333334,3,3.18,6.18,47.55210555560059,126,481.41,142.83,152.85,594.3,0,152.85,239.94,-195.75,18,18,0,-0.40661805945036456
2016-08-29 17:46:25.6100000 +00:00390188.35,P2016-08-29 13:46:25,P,e,2016-08-29T17:46:25Z,13.766666666666667,2016-08-29,FALSE,TRUE,18,8.35,5,5,Monday,6.5,other,discrete distributions: bernoulli and binomial,discrete distributions: bernoulli and binomial,univariate probability distributions,univariate probability distributions,univariate probability distributions,120.33333333333334,3,3.18,6.18,47.55210555560059,243,33.839999999999996,0,0,68.55,0,0,79.2,-33.839999999999996,0,45,0,-1
2016-08-29 17:46:25.6100000 +00:00239178.2,P2016-08-29 13:46:25,P,e,2016-08-29T17:46:25Z,13.766666666666667,2016-08-29,TRUE,FALSE,17,8.2,5,5,Monday,3.9833333333333334,conditional distributions and independence of random variables,conditional distributions and independence of random variables,conditional distributions and independence of random variables,multivariate probability distributions,multivariate probability distributions,multivariate probability distributions,116.35000000000001,3,3.18,6.18,47.55210555560059,243,169.20000000000002,33.03,60.6,204,0,0,170.73000000000002,-103.14000000000001,0,9,0,-0.6095744680851064
2016-08-29 17:46:25.6100000 +00:00285166.03,P2016-08-29 13:46:25,P,e,2016-08-29T17:46:25Z,13.766666666666667,2016-08-29,FALSE,FALSE,16,6.03,5,5,Monday,4.75,counting techniques and combinatorial probability,counting techniques and combinatorial probability,counting techniques and combinatorial probability,general probability,general probability,general probability,111.60000000000001,3,3.18,6.18,47.55210555560059,117,252.27,252.27,168.29999999999998,168.29999999999998,0,129.9,294.65999999999997,252.27,0,36,0,1
2016-08-29 17:46:25.6100000 +00:00302155.37,P2016-08-29 13:46:25,P,e,2016-08-29T17:46:25Z,13.766666666666667,2016-08-29,TRUE,FALSE,15,5.37,5,5,Monday,5.033333333333333,deductible,deductible,deductible,insurance and risk management,insurance and risk management,insurance and risk management,106.56666666666668,3,3.18,6.18,47.55210555560059,126,481.41,142.83,152.85,594.3,0,45.9,146.79,-195.75,18,18,0,-0.40661805945036456
2016-08-29 17:46:25.6100000 +00:00541144.64,P2016-08-29 13:46:25,P,e,2016-08-29T17:46:25Z,13.766666666666667,2016-08-29,FALSE,FALSE,14,4.64,5,5,Monday,9.016666666666667,joint distributions and marginal distributions,joint distributions and marginal distributions,joint distributions and marginal distributions,multivariate probability distributions,multivariate probability distributions,multivariate probability distributions,97.55,3,3.18,6.18,47.55210555560059,243,465.03000000000003,172.53,227.7,610.8,0,227.7,610.38,-119.97,9,9,0,-0.25798335591252175
